input,output
"Congratulations you won. This offer expires soon, so take action now. Last chance. Ref  2261.",spam
Family plan. Please confirm your availability for the appointment. Looking forward to your  response. Ref 82131.,normal
Order confirmation. Dinner is planned for Saturday evening at home. Thanks for your help. Ref  98063.,normal
Congratulations you won. Please confirm your details to receive your prize. Last chance. Ref  39208.,spam
"Free gift waiting. This offer expires soon, so take action now. Offer ends very soon. Ref  49798.",spam
Final notice payment needed. Your account may be suspended unless you respond now. Do  not miss this opportunity. Ref 42371.,spam
"Congratulations you won. This is a limited time deal and you should act fast. No reply is  needed, act now. Ref 3763.",spam
Urgent account alert. Unlock premium access with this one time opportunity. Last chance. Ref  41626.,spam
Project update. I completed the task and shared the latest version for review. I appreciate your  time. Ref 97684.,normal
Class notes. The meeting is scheduled for tomorrow afternoon in the office. Let me know if  anything changes. Ref 89076.,normal
Weekly schedule. I completed the task and shared the latest version for review. I appreciate  your time. Ref 64141.,normal
Final notice payment needed. Click the link to claim your reward before it expires. Do not miss  this opportunity. Ref 45202.,spam
Team discussion. Here are the notes for this week and the next steps. Thanks for your help.  Ref 69798.,normal
"Action required immediately. You have been selected for a special bonus offer. No reply is  needed, act now. Ref 47605.",spam
"Claim your prize now. Do not miss this exclusive reward, claim it today. Limited availability. Ref  4864.",spam
Class notes. Dinner is planned for Saturday evening at home. Please reply when convenient.  Ref 51672.,normal
Appointment follow-up. The order has been confirmed and details are attached below. Thanks  for your help. Ref 51416.,normal
"Limited time offer. This offer expires soon, so take action now. Offer ends very soon. Ref  33996.",spam
Family plan. Dinner is planned for Saturday evening at home. Please reply when convenient.  Ref 63131.,normal
Exclusive bonus inside. Unlock premium access with this one time opportunity. Offer ends very  soon. Ref 14554.,spam
Final notice payment needed. We detected unusual activity and need verification immediately.  Do not miss this opportunity. Ref 23843.,spam
Exclusive bonus inside. You have been selected for a special bonus offer. Limited availability.  Ref 26636.,spam
Urgent account alert. Please confirm your details to receive your prize. Last chance. Ref  44342.,spam
Team discussion. Can you check this and reply when convenient? Looking forward to your  response. Ref 72074.,normal
Weekly schedule. Dinner is planned for Saturday evening at home. Let me know if anything  changes. Ref 53077.,normal
Appointment follow-up. Here are the notes for this week and the next steps. Please reply when  convenient. Ref 60106.,normal
Verify your account today. Click the link to claim your reward before it expires. Last chance. Ref  7562.,spam
Meeting reminder. Let us meet after class to discuss the assignment. Let me know if anything  changes. Ref 93210.,normal
"Limited time offer. Do not miss this exclusive reward, claim it today. Do not miss this  opportunity. Ref 27299.",spam
Free gift waiting. Click the link to claim your reward before it expires. Do not miss this  opportunity. Ref 2825.,spam
Verify your account today. Click the link to claim your reward before it expires. Last chance. Ref  19722.,spam
Family plan. I completed the task and shared the latest version for review. Looking forward to  your response. Ref 51146.,normal
Homework question. The order has been confirmed and details are attached below. I  appreciate your time. Ref 82970.,normal
Congratulations you won. You have been selected for a special bonus offer. Last chance. Ref  38486.,spam
"Claim your prize now. This offer expires soon, so take action now. Last chance. Ref  40782.",spam
Homework question. The meeting is scheduled for tomorrow afternoon in the office. Looking  forward to your response. Ref 87115.,normal
Family plan. The order has been confirmed and details are attached below. I appreciate your  time. Ref 88131.,normal
Weekly schedule. The meeting is scheduled for tomorrow afternoon in the office. I appreciate  your time. Ref 77883.,normal
Team discussion. Can you check this and reply when convenient? Thanks for your help. Ref  58430.,normal
Appointment follow-up. Let us meet after class to discuss the assignment. Let me know if  anything changes. Ref 53539.,normal
"Action required immediately. Do not miss this exclusive reward, claim it today. Offer ends very  soon. Ref 42084.",spam
"Free gift waiting. Unlock premium access with this one time opportunity. No reply is needed,  act now. Ref 44184.",spam
Appointment follow-up. Dinner is planned for Saturday evening at home. Let me know if  anything changes. Ref 52452.,normal
Action required immediately. This is a limited time deal and you should act fast. Last chance.  Ref 45830.,spam
Weekly schedule. Please confirm your availability for the appointment. Thanks for your help.  Ref 68592.,normal
Family plan. The meeting is scheduled for tomorrow afternoon in the office. Please reply when  convenient. Ref 96918.,normal
Weekly schedule. We need to finalize the timeline before Friday. Please reply when convenient.  Ref 91834.,normal
Class notes. Here are the notes for this week and the next steps. Thanks for your help. Ref  50180.,normal
Appointment follow-up. I completed the task and shared the latest version for review. Please  reply when convenient. Ref 50822.,normal
Class notes. Please confirm your availability for the appointment. Looking forward to your  response. Ref 68814.,normal
Free gift waiting. Click the link to claim your reward before it expires. Do not miss this  opportunity. Ref 19974.,spam
Family plan. Here are the notes for this week and the next steps. Looking forward to your  response. Ref 96954.,normal
Urgent account alert. Unlock premium access with this one time opportunity. Last chance. Ref  24995.,spam
Appointment follow-up. The order has been confirmed and details are attached below. I  appreciate your time. Ref 86709.,normal
Class notes. Please confirm your availability for the appointment. Please reply when  convenient. Ref 69674.,normal
Homework question. The order has been confirmed and details are attached below. Let me  know if anything changes. Ref 91989.,normal
Lunch plan. Please review the file and send your feedback when you are free. I appreciate your  time. Ref 83181.,normal
Weekly schedule. Let us meet after class to discuss the assignment. Thanks for your help. Ref  90237.,normal
Family plan. Dinner is planned for Saturday evening at home. Let me know if anything changes.  Ref 51771.,normal
Action required immediately. This is a limited time deal and you should act fast. Last chance.  Ref 10466.,spam
Lunch plan. Can you check this and reply when convenient? Thanks for your help. Ref  62403.,normal
Free gift waiting. You have been selected for a special bonus offer. Limited availability. Ref  36589.,spam
Family plan. Dinner is planned for Saturday evening at home. Looking forward to your  response. Ref 70946.,normal
Appointment follow-up. We need to finalize the timeline before Friday. Looking forward to your  response. Ref 99035.,normal
"Action required immediately. This offer expires soon, so take action now. Last chance. Ref  25819.",spam
Project update. Here are the notes for this week and the next steps. I appreciate your time. Ref  78979.,normal
Meeting reminder. I completed the task and shared the latest version for review. I appreciate  your time. Ref 72768.,normal
"Verify your account today. This is a limited time deal and you should act fast. No reply is  needed, act now. Ref 19274.",spam
Family plan. Please confirm your availability for the appointment. Let me know if anything  changes. Ref 76572.,normal
"Action required immediately. Your account may be suspended unless you respond now. No  reply is needed, act now. Ref 3037.",spam
Special deal for you. Unlock premium access with this one time opportunity. Offer ends very  soon. Ref 21201.,spam
Lunch plan. Can you check this and reply when convenient? I appreciate your time. Ref  98484.,normal
Lunch plan. Let us meet after class to discuss the assignment. Please reply when convenient.  Ref 59975.,normal
Lunch plan. Let us meet after class to discuss the assignment. Looking forward to your  response. Ref 71774.,normal
"Free gift waiting. Your payment failed, update your information right away. Last chance. Ref  7636.",spam
Team discussion. Please review the file and send your feedback when you are free. Thanks for  your help. Ref 50139.,normal
Class notes. I completed the task and shared the latest version for review. Looking forward to  your response. Ref 90706.,normal
"Urgent account alert. This offer expires soon, so take action now. Do not miss this  opportunity. Ref 13553.",spam
Appointment follow-up. Dinner is planned for Saturday evening at home. Looking forward to  your response. Ref 91495.,normal
Appointment follow-up. The meeting is scheduled for tomorrow afternoon in the office. Let me  know if anything changes. Ref 80697.,normal
"Verify your account today. This is a limited time deal and you should act fast. No reply is  needed, act now. Ref 43885.",spam
Class notes. Here are the notes for this week and the next steps. Thanks for your help. Ref  62503.,normal
Order confirmation. Here are the notes for this week and the next steps. I appreciate your time.  Ref 52961.,normal
Order confirmation. Dinner is planned for Saturday evening at home. Let me know if anything  changes. Ref 79093.,normal
Order confirmation. The order has been confirmed and details are attached below. I appreciate  your time. Ref 58047.,normal
Weekly schedule. The meeting is scheduled for tomorrow afternoon in the office. Thanks for  your help. Ref 95950.,normal
Class notes. Let us meet after class to discuss the assignment. Thanks for your help. Ref  80137.,normal
Meeting reminder. Here are the notes for this week and the next steps. Let me know if anything  changes. Ref 75705.,normal
Action required immediately. This is a limited time deal and you should act fast. Do not miss  this opportunity. Ref 5551.,spam
Action required immediately. Please confirm your details to receive your prize. Do not miss this  opportunity. Ref 22929.,spam
Project update. The meeting is scheduled for tomorrow afternoon in the office. Looking forward  to your response. Ref 53848.,normal
Action required immediately. You have been selected for a special bonus offer. Limited  availability. Ref 9296.,spam
Family plan. Let us meet after class to discuss the assignment. Please reply when convenient.  Ref 97762.,normal
Weekly schedule. Can you check this and reply when convenient? I appreciate your time. Ref  52055.,normal
Special deal for you. This is a limited time deal and you should act fast. Last chance. Ref  23470.,spam
"Verify your account today. Your payment failed, update your information right away. Last  chance. Ref 35766.",spam
Lunch plan. The order has been confirmed and details are attached below. Let me know if  anything changes. Ref 73604.,normal
Final notice payment needed. Unlock premium access with this one time opportunity. Do not  miss this opportunity. Ref 18098.,spam
Homework question. Here are the notes for this week and the next steps. I appreciate your  time. Ref 97303.,normal
"Exclusive bonus inside. Click the link to claim your reward before it expires. No reply is  needed, act now. Ref 1547.",spam
Weekly schedule. Dinner is planned for Saturday evening at home. I appreciate your time. Ref  58499.,normal
Exclusive bonus inside. You have been selected for a special bonus offer. Limited availability.  Ref 5294.,spam
Family plan. The order has been confirmed and details are attached below. Please reply when  convenient. Ref 74922.,normal
Class notes. We need to finalize the timeline before Friday. I appreciate your time. Ref  68196.,normal
Class notes. Please confirm your availability for the appointment. I appreciate your time. Ref  65300.,normal
Class notes. I completed the task and shared the latest version for review. I appreciate your  time. Ref 79111.,normal
"Limited time offer. Unlock premium access with this one time opportunity. No reply is needed,  act now. Ref 3305.",spam
Class notes. I completed the task and shared the latest version for review. Thanks for your  help. Ref 79513.,normal
Free gift waiting. Please confirm your details to receive your prize. Offer ends very soon. Ref  32478.,spam
Lunch plan. Please review the file and send your feedback when you are free. Let me know if  anything changes. Ref 71479.,normal
Urgent account alert. Your account may be suspended unless you respond now. Do not miss  this opportunity. Ref 45304.,spam
Urgent account alert. Your account may be suspended unless you respond now. Do not miss  this opportunity. Ref 12196.,spam
Family plan. The order has been confirmed and details are attached below. Thanks for your  help. Ref 62078.,normal
Urgent account alert. Your account may be suspended unless you respond now. Offer ends  very soon. Ref 31789.,spam
Final notice payment needed. This is a limited time deal and you should act fast. Last chance.  Ref 10472.,spam
Order confirmation. Please confirm your availability for the appointment. Let me know if  anything changes. Ref 55841.,normal
Order confirmation. I completed the task and shared the latest version for review. Let me know  if anything changes. Ref 90369.,normal
"Urgent account alert. Your account may be suspended unless you respond now. No reply is  needed, act now. Ref 39514.",spam
"Limited time offer. Do not miss this exclusive reward, claim it today. Limited availability. Ref  39464.",spam
Urgent account alert. Unlock premium access with this one time opportunity. Do not miss this  opportunity. Ref 26531.,spam
Exclusive bonus inside. Your account may be suspended unless you respond now. Limited  availability. Ref 21592.,spam
Project update. Let us meet after class to discuss the assignment. Let me know if anything  changes. Ref 58917.,normal
"Action required immediately. Do not miss this exclusive reward, claim it today. Last chance.  Ref 43948.",spam
"Action required immediately. Your payment failed, update your information right away. Do not  miss this opportunity. Ref 16669.",spam
Order confirmation. Please confirm your availability for the appointment. I appreciate your time.  Ref 64051.,normal
Congratulations you won. This is a limited time deal and you should act fast. Offer ends very  soon. Ref 34448.,spam
"Free gift waiting. Do not miss this exclusive reward, claim it today. Offer ends very soon. Ref  40693.",spam
Meeting reminder. I completed the task and shared the latest version for review. I appreciate  your time. Ref 50211.,normal
Meeting reminder. Here are the notes for this week and the next steps. Let me know if anything  changes. Ref 57380.,normal
Free gift waiting. We detected unusual activity and need verification immediately. Offer ends  very soon. Ref 8693.,spam
Class notes. Dinner is planned for Saturday evening at home. Please reply when convenient.  Ref 80652.,normal
Order confirmation. The order has been confirmed and details are attached below. I appreciate  your time. Ref 59426.,normal
Order confirmation. Here are the notes for this week and the next steps. I appreciate your time.  Ref 63010.,normal
Verify your account today. You have been selected for a special bonus offer. Last chance. Ref  2569.,spam
Congratulations you won. This is a limited time deal and you should act fast. Limited  availability. Ref 1632.,spam
Free gift waiting. Click the link to claim your reward before it expires. Last chance. Ref  9082.,spam
"Exclusive bonus inside. Your payment failed, update your information right away. Last chance.  Ref 27471.",spam
Verify your account today. You have been selected for a special bonus offer. Do not miss this  opportunity. Ref 20984.,spam
Exclusive bonus inside. Please confirm your details to receive your prize. Offer ends very soon.  Ref 39681.,spam
Urgent account alert. Your account may be suspended unless you respond now. Do not miss  this opportunity. Ref 21393.,spam
Claim your prize now. We detected unusual activity and need verification immediately. Offer  ends very soon. Ref 7414.,spam
"Action required immediately. Please confirm your details to receive your prize. No reply is  needed, act now. Ref 44442.",spam
Homework question. Here are the notes for this week and the next steps. Please reply when  convenient. Ref 76610.,normal
Special deal for you. Click the link to claim your reward before it expires. Limited availability.  Ref 19224.,spam
Urgent account alert. You have been selected for a special bonus offer. Do not miss this  opportunity. Ref 8522.,spam
Meeting reminder. Here are the notes for this week and the next steps. Thanks for your help.  Ref 97358.,normal
Lunch plan. Here are the notes for this week and the next steps. Let me know if anything  changes. Ref 85848.,normal
"Verify your account today. Please confirm your details to receive your prize. No reply is  needed, act now. Ref 12048.",spam
Team discussion. Dinner is planned for Saturday evening at home. Please reply when  convenient. Ref 82052.,normal
Limited time offer. We detected unusual activity and need verification immediately. Last  chance. Ref 43373.,spam
"Urgent account alert. Do not miss this exclusive reward, claim it today. Last chance. Ref  31546.",spam
"Limited time offer. Do not miss this exclusive reward, claim it today. Last chance. Ref  12170.",spam
Weekly schedule. The order has been confirmed and details are attached below. I appreciate  your time. Ref 67168.,normal
Order confirmation. The order has been confirmed and details are attached below. Thanks for  your help. Ref 79078.,normal
Limited time offer. Please confirm your details to receive your prize. Last chance. Ref  32528.,spam
Urgent account alert. Your account may be suspended unless you respond now. Last chance.  Ref 43491.,spam
Action required immediately. This is a limited time deal and you should act fast. Offer ends very  soon. Ref 21501.,spam
Action required immediately. We detected unusual activity and need verification immediately.  Last chance. Ref 14176.,spam
Meeting reminder. Here are the notes for this week and the next steps. Looking forward to your  response. Ref 94648.,normal
Homework question. The meeting is scheduled for tomorrow afternoon in the office. Thanks for  your help. Ref 66288.,normal
Action required immediately. Click the link to claim your reward before it expires. Do not miss  this opportunity. Ref 14112.,spam
Project update. Here are the notes for this week and the next steps. Thanks for your help. Ref  92510.,normal
Team discussion. We need to finalize the timeline before Friday. Let me know if anything  changes. Ref 83673.,normal
Meeting reminder. Please confirm your availability for the appointment. Let me know if anything  changes. Ref 69157.,normal
"Action required immediately. This offer expires soon, so take action now. Do not miss this  opportunity. Ref 23814.",spam
"Verify your account today. Do not miss this exclusive reward, claim it today. Limited  availability. Ref 33372.",spam
Urgent account alert. Unlock premium access with this one time opportunity. Last chance. Ref  40323.,spam
Lunch plan. Here are the notes for this week and the next steps. Thanks for your help. Ref  65148.,normal
Meeting reminder. Please confirm your availability for the appointment. Please reply when  convenient. Ref 95568.,normal
"Urgent account alert. Click the link to claim your reward before it expires. No reply is needed,  act now. Ref 39340.",spam
Weekly schedule. Can you check this and reply when convenient? Please reply when  convenient. Ref 91355.,normal
Verify your account today. Unlock premium access with this one time opportunity. Offer ends  very soon. Ref 26470.,spam
Free gift waiting. Please confirm your details to receive your prize. Offer ends very soon. Ref  17774.,spam
"Claim your prize now. We detected unusual activity and need verification immediately. No  reply is needed, act now. Ref 20292.",spam
Homework question. We need to finalize the timeline before Friday. Thanks for your help. Ref  65465.,normal
Project update. Please review the file and send your feedback when you are free. Please reply  when convenient. Ref 70984.,normal
Homework question. We need to finalize the timeline before Friday. Thanks for your help. Ref  55373.,normal
"Limited time offer. This offer expires soon, so take action now. Last chance. Ref 48037.",spam
Class notes. Dinner is planned for Saturday evening at home. Let me know if anything  changes. Ref 83593.,normal
Urgent account alert. Click the link to claim your reward before it expires. Do not miss this  opportunity. Ref 43535.,spam
Special deal for you. Click the link to claim your reward before it expires. Do not miss this  opportunity. Ref 9555.,spam
Team discussion. Let us meet after class to discuss the assignment. Thanks for your help. Ref  88982.,normal
Appointment follow-up. Let us meet after class to discuss the assignment. Please reply when  convenient. Ref 56109.,normal
Team discussion. Here are the notes for this week and the next steps. Looking forward to your  response. Ref 61112.,normal
Appointment follow-up. The meeting is scheduled for tomorrow afternoon in the office. Let me  know if anything changes. Ref 54961.,normal
"Exclusive bonus inside. Your payment failed, update your information right away. Do not miss  this opportunity. Ref 30984.",spam
Action required immediately. Please confirm your details to receive your prize. Do not miss this  opportunity. Ref 17646.,spam
Appointment follow-up. I completed the task and shared the latest version for review. Looking  forward to your response. Ref 75697.,normal
Order confirmation. Dinner is planned for Saturday evening at home. I appreciate your time. Ref  74365.,normal
"Final notice payment needed. Please confirm your details to receive your prize. No reply is  needed, act now. Ref 31580.",spam
Team discussion. Here are the notes for this week and the next steps. Please reply when  convenient. Ref 67027.,normal
"Special deal for you. Your payment failed, update your information right away. Do not miss this  opportunity. Ref 14641.",spam
Exclusive bonus inside. Unlock premium access with this one time opportunity. Offer ends very  soon. Ref 19370.,spam
Exclusive bonus inside. You have been selected for a special bonus offer. Last chance. Ref  42820.,spam
Limited time offer. We detected unusual activity and need verification immediately. Offer ends  very soon. Ref 35210.,spam
Lunch plan. We need to finalize the timeline before Friday. Looking forward to your response.  Ref 97759.,normal
Weekly schedule. Let us meet after class to discuss the assignment. I appreciate your time. Ref  98369.,normal
Verify your account today. Unlock premium access with this one time opportunity. Do not miss  this opportunity. Ref 27661.,spam
"Exclusive bonus inside. Do not miss this exclusive reward, claim it today. Do not miss this  opportunity. Ref 4100.",spam
Limited time offer. Please confirm your details to receive your prize. Last chance. Ref  23845.,spam
"Final notice payment needed. This offer expires soon, so take action now. Do not miss this  opportunity. Ref 4410.",spam
Meeting reminder. Please confirm your availability for the appointment. I appreciate your time.  Ref 55659.,normal
Meeting reminder. We need to finalize the timeline before Friday. Let me know if anything  changes. Ref 77752.,normal
Appointment follow-up. The order has been confirmed and details are attached below. Please  reply when convenient. Ref 91884.,normal
Limited time offer. This is a limited time deal and you should act fast. Limited availability. Ref  27615.,spam
Homework question. The order has been confirmed and details are attached below. Looking  forward to your response. Ref 54742.,normal
Final notice payment needed. Please confirm your details to receive your prize. Offer ends very  soon. Ref 49278.,spam
Weekly schedule. Please review the file and send your feedback when you are free. Thanks for  your help. Ref 71656.,normal
Congratulations you won. We detected unusual activity and need verification immediately. Do  not miss this opportunity. Ref 34824.,spam
Lunch plan. Please review the file and send your feedback when you are free. Let me know if  anything changes. Ref 64558.,normal
Order confirmation. The meeting is scheduled for tomorrow afternoon in the office. I appreciate  your time. Ref 79069.,normal
Action required immediately. We detected unusual activity and need verification immediately.  Do not miss this opportunity. Ref 37676.,spam
Congratulations you won. Please confirm your details to receive your prize. Offer ends very  soon. Ref 48712.,spam
Appointment follow-up. The meeting is scheduled for tomorrow afternoon in the office. I  appreciate your time. Ref 69994.,normal
Weekly schedule. We need to finalize the timeline before Friday. Let me know if anything  changes. Ref 68853.,normal
"Urgent account alert. Your payment failed, update your information right away. No reply is  needed, act now. Ref 14330.",spam
Class notes. The meeting is scheduled for tomorrow afternoon in the office. I appreciate your  time. Ref 98248.,normal
Special deal for you. We detected unusual activity and need verification immediately. Do not  miss this opportunity. Ref 2829.,spam
Verify your account today. This is a limited time deal and you should act fast. Do not miss this  opportunity. Ref 46296.,spam
Order confirmation. Please review the file and send your feedback when you are free. Let me  know if anything changes. Ref 74190.,normal
"Action required immediately. Please confirm your details to receive your prize. No reply is  needed, act now. Ref 23226.",spam
Class notes. Let us meet after class to discuss the assignment. Please reply when convenient.  Ref 78207.,normal
Family plan. Here are the notes for this week and the next steps. Let me know if anything  changes. Ref 86418.,normal
Family plan. Dinner is planned for Saturday evening at home. Thanks for your help. Ref  76291.,normal
"Verify your account today. This offer expires soon, so take action now. Last chance. Ref  46452.",spam
Meeting reminder. Please review the file and send your feedback when you are free. I  appreciate your time. Ref 75861.,normal
Class notes. The meeting is scheduled for tomorrow afternoon in the office. Thanks for your  help. Ref 96545.,normal
Team discussion. Please confirm your availability for the appointment. Looking forward to your  response. Ref 76730.,normal
Urgent account alert. Unlock premium access with this one time opportunity. Limited  availability. Ref 2358.,spam
Weekly schedule. I completed the task and shared the latest version for review. I appreciate  your time. Ref 94807.,normal
Action required immediately. You have been selected for a special bonus offer. Do not miss this  opportunity. Ref 17167.,spam
Meeting reminder. I completed the task and shared the latest version for review. I appreciate  your time. Ref 67643.,normal
Weekly schedule. Dinner is planned for Saturday evening at home. Let me know if anything  changes. Ref 68213.,normal
Team discussion. I completed the task and shared the latest version for review. Thanks for your  help. Ref 60384.,normal
Urgent account alert. Click the link to claim your reward before it expires. Last chance. Ref  21793.,spam
Congratulations you won. Please confirm your details to receive your prize. Last chance. Ref  576.,spam
Class notes. The order has been confirmed and details are attached below. I appreciate your  time. Ref 83997.,normal
"Exclusive bonus inside. Your payment failed, update your information right away. Do not miss  this opportunity. Ref 15926.",spam
Lunch plan. We need to finalize the timeline before Friday. Please reply when convenient. Ref  59168.,normal
Family plan. The meeting is scheduled for tomorrow afternoon in the office. Thanks for your  help. Ref 74916.,normal
"Exclusive bonus inside. Do not miss this exclusive reward, claim it today. Last chance. Ref  46966.",spam
Weekly schedule. The meeting is scheduled for tomorrow afternoon in the office. Let me know  if anything changes. Ref 76715.,normal
Class notes. Please review the file and send your feedback when you are free. Looking forward  to your response. Ref 69545.,normal
Team discussion. Please confirm your availability for the appointment. Looking forward to your  response. Ref 55036.,normal
Appointment follow-up. Can you check this and reply when convenient? Looking forward to  your response. Ref 56083.,normal
Family plan. Can you check this and reply when convenient? Thanks for your help. Ref  65208.,normal
Claim your prize now. Please confirm your details to receive your prize. Limited availability. Ref  31692.,spam
Project update. The order has been confirmed and details are attached below. Looking forward  to your response. Ref 92042.,normal
Free gift waiting. We detected unusual activity and need verification immediately. Offer ends  very soon. Ref 22134.,spam
Family plan. I completed the task and shared the latest version for review. Please reply when  convenient. Ref 83001.,normal
"Claim your prize now. You have been selected for a special bonus offer. No reply is needed,  act now. Ref 7955.",spam
"Exclusive bonus inside. Please confirm your details to receive your prize. No reply is needed,  act now. Ref 18965.",spam
Homework question. I completed the task and shared the latest version for review. Thanks for  your help. Ref 75120.,normal
Free gift waiting. Please confirm your details to receive your prize. Do not miss this opportunity.  Ref 2624.,spam
Urgent account alert. Your account may be suspended unless you respond now. Last chance.  Ref 16864.,spam
Free gift waiting. We detected unusual activity and need verification immediately. Offer ends  very soon. Ref 40884.,spam
"Action required immediately. Do not miss this exclusive reward, claim it today. Do not miss  this opportunity. Ref 24325.",spam
Order confirmation. Please confirm your availability for the appointment. I appreciate your time.  Ref 86156.,normal
Lunch plan. The meeting is scheduled for tomorrow afternoon in the office. Let me know if  anything changes. Ref 56294.,normal
Meeting reminder. The order has been confirmed and details are attached below. I appreciate  your time. Ref 55513.,normal
Limited time offer. You have been selected for a special bonus offer. Last chance. Ref  6143.,spam
Team discussion. The meeting is scheduled for tomorrow afternoon in the office. Looking  forward to your response. Ref 85687.,normal
"Claim your prize now. Do not miss this exclusive reward, claim it today. Last chance. Ref  4192.",spam
Special deal for you. Please confirm your details to receive your prize. Do not miss this  opportunity. Ref 42568.,spam
Meeting reminder. Please confirm your availability for the appointment. Please reply when  convenient. Ref 62181.,normal
"Final notice payment needed. Your payment failed, update your information right away. Last  chance. Ref 41623.",spam
Weekly schedule. The order has been confirmed and details are attached below. Let me know  if anything changes. Ref 97038.,normal
Project update. The meeting is scheduled for tomorrow afternoon in the office. I appreciate  your time. Ref 67209.,normal
"Limited time offer. This offer expires soon, so take action now. Limited availability. Ref  32618.",spam
Congratulations you won. Click the link to claim your reward before it expires. Limited  availability. Ref 24855.,spam
Team discussion. The meeting is scheduled for tomorrow afternoon in the office. Looking  forward to your response. Ref 75757.,normal
Appointment follow-up. Please confirm your availability for the appointment. Thanks for your  help. Ref 95739.,normal
"Congratulations you won. Click the link to claim your reward before it expires. No reply is  needed, act now. Ref 43924.",spam
Appointment follow-up. Dinner is planned for Saturday evening at home. Looking forward to  your response. Ref 77648.,normal
Lunch plan. Please confirm your availability for the appointment. Please reply when convenient.  Ref 51405.,normal
Weekly schedule. Let us meet after class to discuss the assignment. Please reply when  convenient. Ref 68819.,normal
Congratulations you won. You have been selected for a special bonus offer. Limited availability.  Ref 37207.,spam
"Action required immediately. Your payment failed, update your information right away. Limited  availability. Ref 32271.",spam
Meeting reminder. We need to finalize the timeline before Friday. I appreciate your time. Ref  53164.,normal
Free gift waiting. You have been selected for a special bonus offer. Limited availability. Ref  34546.,spam
Limited time offer. We detected unusual activity and need verification immediately. Last  chance. Ref 2125.,spam
Class notes. Let us meet after class to discuss the assignment. Please reply when convenient.  Ref 69469.,normal
Appointment follow-up. The order has been confirmed and details are attached below. I  appreciate your time. Ref 72187.,normal
Class notes. We need to finalize the timeline before Friday. Let me know if anything changes.  Ref 64681.,normal
"Urgent account alert. This offer expires soon, so take action now. Last chance. Ref  40471.",spam
Final notice payment needed. Unlock premium access with this one time opportunity. Limited  availability. Ref 16371.,spam
Lunch plan. The order has been confirmed and details are attached below. Thanks for your  help. Ref 87061.,normal
Order confirmation. Dinner is planned for Saturday evening at home. Please reply when  convenient. Ref 72086.,normal
"Action required immediately. You have been selected for a special bonus offer. No reply is  needed, act now. Ref 14875.",spam
"Exclusive bonus inside. This offer expires soon, so take action now. No reply is needed, act  now. Ref 16645.",spam
Verify your account today. Please confirm your details to receive your prize. Offer ends very  soon. Ref 22131.,spam
"Exclusive bonus inside. Do not miss this exclusive reward, claim it today. Offer ends very  soon. Ref 32357.",spam
"Limited time offer. Click the link to claim your reward before it expires. No reply is needed, act  now. Ref 4163.",spam
Weekly schedule. Let us meet after class to discuss the assignment. Looking forward to your  response. Ref 69980.,normal
Claim your prize now. Please confirm your details to receive your prize. Offer ends very soon.  Ref 38646.,spam
Class notes. The order has been confirmed and details are attached below. Let me know if  anything changes. Ref 94898.,normal
Homework question. Please confirm your availability for the appointment. Let me know if  anything changes. Ref 53410.,normal
Class notes. Can you check this and reply when convenient? Thanks for your help. Ref  81203.,normal
Team discussion. We need to finalize the timeline before Friday. Looking forward to your  response. Ref 73935.,normal
Weekly schedule. Dinner is planned for Saturday evening at home. I appreciate your time. Ref  75209.,normal
Urgent account alert. Your account may be suspended unless you respond now. Last chance.  Ref 24360.,spam
Free gift waiting. Click the link to claim your reward before it expires. Offer ends very soon. Ref  38544.,spam
Team discussion. Here are the notes for this week and the next steps. Looking forward to your  response. Ref 89498.,normal
Congratulations you won. Please confirm your details to receive your prize. Last chance. Ref  41498.,spam
"Final notice payment needed. You have been selected for a special bonus offer. No reply is  needed, act now. Ref 41429.",spam
Project update. Let us meet after class to discuss the assignment. Let me know if anything  changes. Ref 57591.,normal
"Final notice payment needed. Do not miss this exclusive reward, claim it today. Offer ends  very soon. Ref 29163.",spam
"Limited time offer. This offer expires soon, so take action now. No reply is needed, act now.  Ref 17019.",spam
Limited time offer. Your account may be suspended unless you respond now. Do not miss this  opportunity. Ref 37419.,spam
Claim your prize now. Your account may be suspended unless you respond now. Offer ends  very soon. Ref 36735.,spam
"Final notice payment needed. Do not miss this exclusive reward, claim it today. Last chance.  Ref 6370.",spam
Weekly schedule. Here are the notes for this week and the next steps. Let me know if anything  changes. Ref 74632.,normal
"Free gift waiting. This offer expires soon, so take action now. No reply is needed, act now. Ref  18470.",spam
Weekly schedule. The order has been confirmed and details are attached below. Looking  forward to your response. Ref 78918.,normal
Homework question. Dinner is planned for Saturday evening at home. Let me know if anything  changes. Ref 55796.,normal
Class notes. The order has been confirmed and details are attached below. Looking forward to  your response. Ref 50630.,normal
Project update. Please review the file and send your feedback when you are free. Let me know  if anything changes. Ref 52520.,normal
Project update. Dinner is planned for Saturday evening at home. Looking forward to your  response. Ref 59164.,normal
Limited time offer. Your account may be suspended unless you respond now. Limited  availability. Ref 41224.,spam
"Congratulations you won. This offer expires soon, so take action now. Offer ends very soon.  Ref 22304.",spam
Meeting reminder. Please confirm your availability for the appointment. Let me know if anything  changes. Ref 55479.,normal
Claim your prize now. This is a limited time deal and you should act fast. Offer ends very soon.  Ref 1626.,spam
Project update. We need to finalize the timeline before Friday. Let me know if anything  changes. Ref 77512.,normal
Limited time offer. You have been selected for a special bonus offer. Offer ends very soon. Ref  4796.,spam
